2001 1 1 1.250000e+01 7.308520e+05 
2001 1 2 1.220000e+01 7.308530e+05 
2001 1 3 1.370000e+01 7.308540e+05 
2001 1 4 2.440000e+01 7.308550e+05 
2001 1 5 1.170000e+02 7.308560e+05 
2001 1 6 4.720000e+01 7.308570e+05 
2001 1 7 2.500000e+01 7.308580e+05 
2001 1 8 1.990000e+01 7.308590e+05 
2001 1 9 1.780000e+01 7.308600e+05 
2001 1 10 1.810000e+01 7.308610e+05 
2001 1 11 1.540000e+01 7.308620e+05 
2001 1 12 1.280000e+01 7.308630e+05 
2001 1 13 1.090000e+01 7.308640e+05 
2001 1 14 9.400000e+00 7.308650e+05 
2001 1 15 8.210000e+00 7.308660e+05 
2001 1 16 7.200000e+00 7.308670e+05 
2001 1 17 6.510000e+00 7.308680e+05 
2001 1 18 6.080000e+00 7.308690e+05 
2001 1 19 8.240000e+00 7.308700e+05 
2001 1 20 8.570000e+00 7.308710e+05 
2001 1 21 1.190000e+01 7.308720e+05 
2001 1 22 1.280000e+01 7.308730e+05 
2001 1 23 1.120000e+01 7.308740e+05 
2001 1 24 9.830000e+00 7.308750e+05 
2001 1 25 8.930000e+00 7.308760e+05 
2001 1 26 7.830000e+00 7.308770e+05 
2001 1 27 7.000000e+00 7.308780e+05 
2001 1 28 6.420000e+00 7.308790e+05 
2001 1 29 7.610000e+00 7.308800e+05 
2001 1 30 7.280000e+00 7.308810e+05 
2001 1 31 7.190000e+00 7.308820e+05 
2001 2 1 7.190000e+00 7.308830e+05 
2001 2 2 1.570000e+01 7.308840e+05 
2001 2 3 2.040000e+01 7.308850e+05 
2001 2 4 1.520000e+01 7.308860e+05 
2001 2 5 1.490000e+01 7.308870e+05 
2001 2 6 1.230000e+01 7.308880e+05 
2001 2 7 1.020000e+01 7.308890e+05 
2001 2 8 8.940000e+00 7.308900e+05 
2001 2 9 7.780000e+00 7.308910e+05 
2001 2 10 6.900000e+00 7.308920e+05 
2001 2 11 6.240000e+00 7.308930e+05 
2001 2 12 5.510000e+00 7.308940e+05 
2001 2 13 4.960000e+00 7.308950e+05 
2001 2 14 4.610000e+00 7.308960e+05 
2001 2 15 4.260000e+00 7.308970e+05 
2001 2 16 3.980000e+00 7.308980e+05 
2001 2 17 3.710000e+00 7.308990e+05 
2001 2 18 3.830000e+00 7.309000e+05 
2001 2 19 3.790000e+00 7.309010e+05 
2001 2 20 3.510000e+00 7.309020e+05 
2001 2 21 3.290000e+00 7.309030e+05 
2001 2 22 3.210000e+00 7.309040e+05 
2001 2 23 3.240000e+00 7.309050e+05 
2001 2 24 3.180000e+00 7.309060e+05 
2001 2 25 3.050000e+00 7.309070e+05 
2001 2 26 2.800000e+00 7.309080e+05 
2001 2 27 2.660000e+00 7.309090e+05 
2001 2 28 2.570000e+00 7.309100e+05 
2001 3 1 2.580000e+00 7.309110e+05 
2001 3 2 3.260000e+00 7.309120e+05 
2001 3 3 3.210000e+00 7.309130e+05 
2001 3 4 3.000000e+00 7.309140e+05 
2001 3 5 2.730000e+00 7.309150e+05 
2001 3 6 2.650000e+00 7.309160e+05 
2001 3 7 2.700000e+00 7.309170e+05 
2001 3 8 3.800000e+00 7.309180e+05 
2001 3 9 5.060000e+00 7.309190e+05 
2001 3 10 4.860000e+00 7.309200e+05 
2001 3 11 4.480000e+00 7.309210e+05 
2001 3 12 4.100000e+00 7.309220e+05 
2001 3 13 4.670000e+00 7.309230e+05 
2001 3 14 5.400000e+00 7.309240e+05 
2001 3 15 5.100000e+00 7.309250e+05 
2001 3 16 5.420000e+00 7.309260e+05 
2001 3 17 5.010000e+00 7.309270e+05 
2001 3 18 2.500000e+01 7.309280e+05 
2001 3 19 5.020000e+01 7.309290e+05 
2001 3 20 2.860000e+01 7.309300e+05 
2001 3 21 1.920000e+01 7.309310e+05 
2001 3 22 1.450000e+01 7.309320e+05 
2001 3 23 1.160000e+01 7.309330e+05 
2001 3 24 9.960000e+00 7.309340e+05 
2001 3 25 1.730000e+01 7.309350e+05 
