   2.0010000e+03   1.0000000e+00   1.0000000e+00   8.4300000e+02
   2.0010000e+03   1.0000000e+00   2.0000000e+00   8.4300000e+02
   2.0010000e+03   1.0000000e+00   3.0000000e+00   8.4600000e+02
   2.0010000e+03   1.0000000e+00   4.0000000e+00   8.6200000e+02
   2.0010000e+03   1.0000000e+00   5.0000000e+00   1.1000000e+03
   2.0010000e+03   1.0000000e+00   6.0000000e+00   1.0100000e+03
   2.0010000e+03   1.0000000e+00   7.0000000e+00   9.0400000e+02
   2.0010000e+03   1.0000000e+00   8.0000000e+00   8.5400000e+02
   2.0010000e+03   1.0000000e+00   9.0000000e+00   8.3700000e+02
   2.0010000e+03   1.0000000e+00   1.0000000e+01   8.2600000e+02
   2.0010000e+03   1.0000000e+00   1.1000000e+01   8.1200000e+02
   2.0010000e+03   1.0000000e+00   1.2000000e+01   8.2200000e+02
   2.0010000e+03   1.0000000e+00   1.3000000e+01   8.0100000e+02
   2.0010000e+03   1.0000000e+00   1.4000000e+01   7.5900000e+02
   2.0010000e+03   1.0000000e+00   1.5000000e+01   7.3400000e+02
   2.0010000e+03   1.0000000e+00   1.6000000e+01   7.2500000e+02
   2.0010000e+03   1.0000000e+00   1.7000000e+01   7.1400000e+02
   2.0010000e+03   1.0000000e+00   1.8000000e+01   7.1000000e+02
   2.0010000e+03   1.0000000e+00   1.9000000e+01   7.1000000e+02
   2.0010000e+03   1.0000000e+00   2.0000000e+01   6.8500000e+02
   2.0010000e+03   1.0000000e+00   2.1000000e+01   6.8000000e+02
   2.0010000e+03   1.0000000e+00   2.2000000e+01   6.7000000e+02
   2.0010000e+03   1.0000000e+00   2.3000000e+01   6.8400000e+02
   2.0010000e+03   1.0000000e+00   2.4000000e+01   6.7600000e+02
   2.0010000e+03   1.0000000e+00   2.5000000e+01   6.4200000e+02
   2.0010000e+03   1.0000000e+00   2.6000000e+01   6.1200000e+02
   2.0010000e+03   1.0000000e+00   2.7000000e+01   6.0000000e+02
   2.0010000e+03   1.0000000e+00   2.8000000e+01   5.7200000e+02
   2.0010000e+03   1.0000000e+00   2.9000000e+01   5.8100000e+02
   2.0010000e+03   1.0000000e+00   3.0000000e+01   6.2900000e+02
   2.0010000e+03   1.0000000e+00   3.1000000e+01   6.3100000e+02
   2.0010000e+03   2.0000000e+00   1.0000000e+00   6.6000000e+02
   2.0010000e+03   2.0000000e+00   2.0000000e+00   6.6600000e+02
   2.0010000e+03   2.0000000e+00   3.0000000e+00   6.7500000e+02
   2.0010000e+03   2.0000000e+00   4.0000000e+00   6.7700000e+02
   2.0010000e+03   2.0000000e+00   5.0000000e+00   6.8500000e+02
   2.0010000e+03   2.0000000e+00   6.0000000e+00   6.6300000e+02
   2.0010000e+03   2.0000000e+00   7.0000000e+00   6.4800000e+02
   2.0010000e+03   2.0000000e+00   8.0000000e+00   6.1300000e+02
   2.0010000e+03   2.0000000e+00   9.0000000e+00   6.0200000e+02
   2.0010000e+03   2.0000000e+00   1.0000000e+01   6.0300000e+02
   2.0010000e+03   2.0000000e+00   1.1000000e+01   6.0800000e+02
   2.0010000e+03   2.0000000e+00   1.2000000e+01   6.0800000e+02
   2.0010000e+03   2.0000000e+00   1.3000000e+01   5.9900000e+02
   2.0010000e+03   2.0000000e+00   1.4000000e+01   5.8000000e+02
   2.0010000e+03   2.0000000e+00   1.5000000e+01   5.7700000e+02
   2.0010000e+03   2.0000000e+00   1.6000000e+01   5.6000000e+02
   2.0010000e+03   2.0000000e+00   1.7000000e+01   5.2500000e+02
   2.0010000e+03   2.0000000e+00   1.8000000e+01   5.1400000e+02
   2.0010000e+03   2.0000000e+00   1.9000000e+01   5.2100000e+02
   2.0010000e+03   2.0000000e+00   2.0000000e+01   5.2200000e+02
   2.0010000e+03   2.0000000e+00   2.1000000e+01   5.2800000e+02
   2.0010000e+03   2.0000000e+00   2.2000000e+01   5.2000000e+02
   2.0010000e+03   2.0000000e+00   2.3000000e+01   5.1900000e+02
   2.0010000e+03   2.0000000e+00   2.4000000e+01   5.2200000e+02
   2.0010000e+03   2.0000000e+00   2.5000000e+01   5.1900000e+02
   2.0010000e+03   2.0000000e+00   2.6000000e+01   5.1100000e+02
   2.0010000e+03   2.0000000e+00   2.7000000e+01   5.0500000e+02
   2.0010000e+03   2.0000000e+00   2.8000000e+01   5.1200000e+02
   2.0010000e+03   3.0000000e+00   1.0000000e+00   4.9800000e+02
   2.0010000e+03   3.0000000e+00   2.0000000e+00   4.9600000e+02
   2.0010000e+03   3.0000000e+00   3.0000000e+00   5.1300000e+02
   2.0010000e+03   3.0000000e+00   4.0000000e+00   5.2900000e+02
   2.0010000e+03   3.0000000e+00   5.0000000e+00   4.8000000e+02
   2.0010000e+03   3.0000000e+00   6.0000000e+00   4.7800000e+02
   2.0010000e+03   3.0000000e+00   7.0000000e+00   4.9900000e+02
   2.0010000e+03   3.0000000e+00   8.0000000e+00   4.9600000e+02
   2.0010000e+03   3.0000000e+00   9.0000000e+00   5.0800000e+02
   2.0010000e+03   3.0000000e+00   1.0000000e+01   4.9900000e+02
   2.0010000e+03   3.0000000e+00   1.1000000e+01   4.9500000e+02
   2.0010000e+03   3.0000000e+00   1.2000000e+01   4.9600000e+02
   2.0010000e+03   3.0000000e+00   1.3000000e+01   5.2100000e+02
   2.0010000e+03   3.0000000e+00   1.4000000e+01   5.1800000e+02
   2.0010000e+03   3.0000000e+00   1.5000000e+01   5.1400000e+02
