   1.1084470e+06   1.0000000e+00   1.0000000e+00   1.0000000e+00   8.0000000e+01   9.7000000e+01   9.7000000e+01   9.3000000e+01   9.4000000e+01   9.5000000e+01   9.3000000e+01   9.4000000e+01   9.4000000e+01   9.1000000e+01   8.5000000e+01   7.2000000e+01   8.8000000e+01   8.9000000e+01   8.9000000e+01   8.8000000e+01   8.9000000e+01   8.9000000e+01   9.0000000e+01   9.3000000e+01   9.4000000e+01   9.4000000e+01   9.4000000e+01   9.3000000e+01   9.4000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   2.0000000e+00   8.0000000e+01   9.5000000e+01   9.5000000e+01   9.6000000e+01   9.7000000e+01   9.6000000e+01   9.5000000e+01   9.5000000e+01   9.5000000e+01   9.5000000e+01   9.5000000e+01   9.3000000e+01   8.6000000e+01   8.5000000e+01   8.0000000e+01   7.6000000e+01   7.7000000e+01   7.4000000e+01   7.2000000e+01   7.4000000e+01   7.4000000e+01   7.2000000e+01   7.5000000e+01   8.0000000e+01   8.4000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   3.0000000e+00   8.0000000e+01   8.1000000e+01   8.2000000e+01   8.3000000e+01   8.5000000e+01   8.8000000e+01   9.0000000e+01   9.3000000e+01   8.6000000e+01   8.5000000e+01   8.4000000e+01   8.0000000e+01   8.0000000e+01   7.8000000e+01   7.6000000e+01   7.9000000e+01   8.3000000e+01   8.6000000e+01   8.1000000e+01   8.3000000e+01   8.2000000e+01   8.3000000e+01   8.4000000e+01   8.2000000e+01   8.9000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   4.0000000e+00   8.0000000e+01   9.0000000e+01   9.3000000e+01   9.0000000e+01   8.8000000e+01   9.0000000e+01   9.1000000e+01   9.3000000e+01   9.1000000e+01   9.1000000e+01   8.9000000e+01   9.0000000e+01   8.6000000e+01   8.3000000e+01   8.1000000e+01   8.2000000e+01   7.9000000e+01   7.8000000e+01   8.3000000e+01   8.4000000e+01   8.0000000e+01   8.3000000e+01   8.8000000e+01   8.3000000e+01   8.5000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   5.0000000e+00   8.0000000e+01   8.8000000e+01   8.9000000e+01   8.9000000e+01   8.9000000e+01   8.9000000e+01   8.9000000e+01   8.1000000e+01   7.9000000e+01   7.6000000e+01   7.2000000e+01   8.4000000e+01   8.2000000e+01   8.2000000e+01   7.9000000e+01   8.0000000e+01   8.1000000e+01   8.1000000e+01   8.7000000e+01   8.5000000e+01   8.8000000e+01   8.4000000e+01   8.6000000e+01   8.7000000e+01   9.0000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   6.0000000e+00   8.0000000e+01   8.8000000e+01   8.7000000e+01   8.4000000e+01   8.6000000e+01   8.6000000e+01   8.8000000e+01   9.0000000e+01   8.9000000e+01   8.7000000e+01   8.8000000e+01   8.9000000e+01   9.0000000e+01   8.4000000e+01   8.8000000e+01   9.0000000e+01   9.3000000e+01   9.4000000e+01   9.3000000e+01   9.5000000e+01   9.2000000e+01   9.1000000e+01   9.0000000e+01   9.0000000e+01   9.2000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   7.0000000e+00   8.0000000e+01   9.0000000e+01   8.9000000e+01   8.6000000e+01   8.4000000e+01   9.2000000e+01   9.6000000e+01   9.6000000e+01   9.3000000e+01   9.3000000e+01   9.2000000e+01   9.5000000e+01   9.4000000e+01   9.4000000e+01   9.4000000e+01   9.2000000e+01   9.2000000e+01   8.9000000e+01   9.1000000e+01   8.8000000e+01   8.6000000e+01   8.6000000e+01   8.7000000e+01   8.7000000e+01   9.3000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   8.0000000e+00   8.0000000e+01   9.5000000e+01   8.7000000e+01   9.3000000e+01   9.5000000e+01   9.4000000e+01   9.5000000e+01   9.2000000e+01   9.1000000e+01   8.9000000e+01   8.9000000e+01   8.9000000e+01   8.9000000e+01   9.1000000e+01   9.2000000e+01   8.9000000e+01   9.1000000e+01   9.2000000e+01   9.3000000e+01   9.3000000e+01   8.5000000e+01   9.3000000e+01   9.3000000e+01   9.3000000e+01   9.3000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   9.0000000e+00   8.0000000e+01   9.2000000e+01   9.3000000e+01   9.4000000e+01   9.3000000e+01   9.5000000e+01   9.4000000e+01   9.5000000e+01   9.4000000e+01   9.3000000e+01   9.4000000e+01   9.1000000e+01   9.1000000e+01   9.4000000e+01   9.3000000e+01   8.8000000e+01   8.7000000e+01   8.8000000e+01   9.0000000e+01   9.3000000e+01   9.5000000e+01   9.6000000e+01   9.5000000e+01   9.1000000e+01   9.3000000e+01
   1.1084470e+06   1.0000000e+00   1.0000000e+00   1.0000000e+01   8.0000000e+01   9.6000000e+01   9.5000000e+01   9.5000000e+01   9.3000000e+01   8.9000000e+01   9.1000000e+01   8.9000000e+01   8.9000000e+01   8.8000000e+01   9.1000000e+01   8.9000000e+01   8.8000000e+01   8.5000000e+01   8.8000000e+01   8.8000000e+01   8.9000000e+01   8.9000000e+01   9.0000000e+01   9.0000000e+01   8.5000000e+01   8.9000000e+01   9.1000000e+01   8.9000000e+01   9.0000000e+01
