1108447 1 1 1 82 8.0 3.0 2.0 8.0 5.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 2 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 8.0 7.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 3 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 2.0 
1108447 1 1 4 82 5.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 7.0 9.0 9.0 8.0 9.0 9.0 9.0 9.0 
1108447 1 1 5 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 6 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 
1108447 1 1 7 82 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 9.0 7.0 7.0 
1108447 1 1 8 82 7.0 7.0 8.0 9.0 9.0 9.0 8.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 9 82 8.0 9.0 9.0 9.0 9.0 9.0 7.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 9.0 9.0 9.0 9.0 6.0 
1108447 1 1 10 82 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 9.0 9.0 9.0 9.0 
1108447 1 1 11 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 12 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 8.0 7.0 8.0 8.0 7.0 7.0 6.0 6.0 4.0 3.0 3.0 2.0 1.0 
1108447 1 1 13 82 1.0 3.0 2.0 1.0 1.0 1.0 1.0 5.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 14 82 9.0 9.0 8.0 7.0 5.0 4.0 3.0 9.0 9.0 7.0 5.0 5.0 4.0 3.0 3.0 3.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 
1108447 1 1 15 82 0.0 0.0 0.0 0.0 3.0 2.0 0.0 1.0 3.0 5.0 5.0 5.0 3.0 3.0 3.0 3.0 8.0 6.0 5.0 3.0 8.0 9.0 8.0 8.0 
1108447 1 1 16 82 9.0 8.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 2.0 2.0 1.0 3.0 2.0 0.0 3.0 3.0 
1108447 1 1 17 82 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 7.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
1108447 1 1 18 82 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 
