   9.8637151e-08   1.4417150e-03
   3.4331834e-08   1.4417150e-03
   1.1619520e-08   1.4410867e-03
   3.8268566e-09   1.4404542e-03
   1.2251997e-09   1.4397426e-03
   3.7391948e-10   1.4389349e-03
   8.2055142e-11   1.4380089e-03
   0.0000000e+00   1.4369349e-03
   1.4814817e-01   1.4356719e-03
   1.4814817e-01   1.4341617e-03
   1.4815120e-01   1.4323181e-03
   1.4815433e-01   1.4300074e-03
   1.4815792e-01   1.4270083e-03
   1.4816210e-01   1.4229231e-03
   1.4816703e-01   1.4169447e-03
   1.4817291e-01   1.4070960e-03
   1.4818008e-01   1.3865785e-03
   1.4818898e-01   1.2996026e-03
   1.4820036e-01   8.7801870e-04
   1.4821539e-01   3.0937550e-04
   1.4823620e-01   8.7249937e-05
   1.4826688e-01   2.2387093e-05
   1.4831658e-01   6.5458264e-06
   1.4841060e-01   2.5525758e-06
   1.4865099e-01   1.2364913e-06
   1.5011143e-01   6.5193446e-07
   1.7196412e-01   3.4960342e-07
   2.7108455e-01   1.8638148e-07
   3.2851456e-01   9.8070652e-08
   3.6279120e-01   5.0802941e-08
   3.8873901e-01   2.5883648e-08
   4.1129115e-01   1.2964123e-08
   4.3140446e-01   6.3809948e-09
   4.4913785e-01   3.0853286e-09
   4.6449110e-01   1.4648761e-09
   4.7754488e-01   6.8257163e-10
   4.8845190e-01   3.1175694e-10
   4.9740720e-01   1.3918839e-10
   5.0462244e-01   6.0064908e-11
   5.1030787e-01   2.3836941e-11
   5.1466177e-01   6.1217463e-12
   5.1786545e-01   0.0000000e+00
   5.2008211e-01   2.5847174e-04
   5.2145819e-01   2.5847174e-04
   5.2212638e-01   2.5892799e-04
   5.2221047e-01   2.5909944e-04
   5.2183712e-01   2.5918404e-04
   5.2115813e-01   2.5921889e-04
   5.2037369e-01   2.5921713e-04
   5.1999998e-01   2.5918327e-04
   3.4309831e-04   2.5911728e-04
   3.4309831e-04   2.5901559e-04
   3.4353006e-04   2.5887080e-04
   3.4396440e-04   2.5866997e-04
   3.4445310e-04   2.5839096e-04
   3.4500817e-04   2.5799378e-04
   3.4564524e-04   2.5739867e-04
   3.4638524e-04   2.5641671e-04
   3.4725709e-04   2.5443265e-04
   3.4830203e-04   2.4678373e-04
   3.4958126e-04   2.1698754e-04
   3.5119010e-04   1.7796820e-04
   3.5328680e-04   1.4500937e-04
   3.5615738e-04   1.1866600e-04
   3.6038544e-04   9.6090945e-05
   3.6740894e-04   7.5716942e-05
   3.8220589e-04   5.8192934e-05
   4.4583239e-04   4.4553161e-05
   7.2780065e-04   3.4625943e-05
   8.0780804e-04   2.7387615e-05
   7.9132615e-04   2.1940349e-05
   7.7807935e-04   1.7801680e-05
   7.7117840e-04   1.4685767e-05
   7.6728694e-04   1.2332056e-05
   7.6480351e-04   1.0499163e-05
   7.6307636e-04   9.0031292e-06
   7.6179003e-04   7.7290996e-06
   7.6077078e-04   6.6170893e-06
   7.5991829e-04   5.6403580e-06
   7.5916989e-04   4.7838934e-06
   7.5848271e-04   4.0420211e-06
