   3.0155800e+01   9.8248000e+00   2.4090000e-01   2.4674000e+01   2.8200000e+02
   2.9851600e+01   7.9408000e+00   1.3061000e+00   2.5500000e+01   1.0100000e+02
   2.9601300e+01   8.3052000e+00   6.8280000e-01   1.3800000e+01   1.2800000e+02
   2.9843100e+01   8.8937000e+00   5.6420000e-01   2.1300000e+01   1.5600000e+02
   2.9409400e+01   1.0231500e+01   4.0740000e-01   2.9000000e+01   1.9100000e+02
   2.9411500e+01   1.0090500e+01   2.8690000e-01   2.5500000e+01   2.1900000e+02
   2.9689700e+01   9.6364000e+00   2.6930000e-01   2.6700000e+01   2.4100000e+02
   2.9725200e+01   9.8997000e+00   2.1200000e-01   1.8400000e+01   2.8100000e+02
   3.0107500e+01   9.5729000e+00   1.1903000e+00   2.1630000e+01   3.0900000e+02
   2.9643600e+01   9.3894000e+00   6.4710000e-01   2.9292000e+01   3.3800000e+02
   2.9919700e+01   8.8079000e+00   3.7660000e-01   2.8761000e+01   8.0000000e+00
   2.9785700e+01   8.4602000e+00   2.8050000e-01   1.9890000e+01   3.6000000e+01
   2.9702700e+01   8.3869000e+00   8.1270000e-01   2.9800000e+01   6.4000000e+01
   3.0062400e+01   8.2073000e+00   6.2350000e-01   2.8600000e+01   7.8000000e+01
   3.0046500e+01   8.5467000e+00   4.3520000e-01   3.5282000e+01   9.2000000e+01
   3.0040300e+01   8.4587000e+00   4.9830000e-01   2.3399000e+01   9.9000000e+01
   2.9859300e+01   8.4917000e+00   5.6510000e-01   3.6852000e+01   1.0600000e+02
   2.9701000e+01   8.5004000e+00   7.9850000e-01   2.8236000e+01   1.1300000e+02
   2.9398700e+01   8.9719000e+00   7.1270000e-01   2.7700000e+01   1.4800000e+02
   2.9426900e+01   9.5720000e+00   4.2440000e-01   2.0900000e+01   1.8300000e+02
   2.9590300e+01   9.6426000e+00   2.8540000e-01   2.6000000e+01   2.2600000e+02
   2.9539800e+01   1.0464300e+01   3.3360000e-01   2.2478000e+01   2.5200000e+02
   3.0155800e+01   9.8248000e+00   2.4090000e-01   2.4674000e+01   2.8200000e+02
   2.9763600e+01   1.0171100e+01   2.8730000e-01   2.8176000e+01   3.0900000e+02
   2.9661700e+01   9.5198000e+00   3.0820000e-01   3.0043000e+01   3.4300000e+02
   2.9435300e+01   8.4327000e+00   3.7410000e-01   2.9827000e+01   1.5000000e+01
   2.9509800e+01   8.2641000e+00   4.2900000e-01   2.3326000e+01   4.1000000e+01
   2.9293300e+01   8.0905000e+00   5.5500000e-01   2.9592000e+01   6.2000000e+01
   2.9468800e+01   8.2512000e+00   1.5730000e+00   2.4967000e+01   7.7000000e+01
   2.9743700e+01   7.9890000e+00   6.8200000e-01   2.9335000e+01   8.3000000e+01
   2.9752200e+01   8.1785000e+00   5.0880000e-01   2.9947000e+01   8.9000000e+01
   2.9713000e+01   8.3322000e+00   3.5770000e-01   2.4110000e+01   9.7000000e+01
   2.9526100e+01   8.3987000e+00   4.7860000e-01   2.2974000e+01   1.0500000e+02
   2.9335900e+01   8.7430000e+00   3.1129000e+00   1.6396000e+01   1.1900000e+02
   2.9503400e+01   9.6119000e+00   8.1830000e-01   2.3130000e+01   1.5900000e+02
   2.9369100e+01   1.0221700e+01   5.1620000e-01   2.3742000e+01   1.9100000e+02
   2.9455300e+01   1.0268100e+01   6.5320000e-01   2.7351000e+01   2.2400000e+02
   2.9574900e+01   1.0246100e+01   7.4920000e-01   2.7521000e+01   2.4500000e+02
   2.9695200e+01   1.0318300e+01   3.4430000e-01   2.6656000e+01   2.9300000e+02
   2.9618500e+01   1.0148800e+01   3.7260000e-01   2.8440000e+01   3.1500000e+02
   2.9618500e+01   1.0148800e+01   3.7260000e-01   2.8440000e+01   3.4100000e+02
   2.9360000e+01   9.1644000e+00   1.9970000e-01   2.9619000e+01   1.4000000e+01
   2.9879600e+01   9.2611000e+00   1.2150000e-01   2.7260000e+01   3.2000000e+01
   2.9370300e+01   8.5319000e+00   4.7550000e-01   2.9300000e+01   5.3000000e+01
   2.9587500e+01   8.5518000e+00   1.9203000e+00   3.0410000e+01   6.7000000e+01
   2.9641600e+01   8.7052000e+00   1.7189000e+00   2.5516000e+01   9.7000000e+01
   2.9483900e+01   8.9856000e+00   2.8030000e-01   2.3169000e+01   1.3600000e+02
   2.9222000e+01   1.0153200e+01   9.4860000e-01   1.8458000e+01   1.7400000e+02
