   3.0155800e+01   9.8248000e+00   2.4090000e-01   2.4674000e+01   2.6300000e+02
   3.0131878e+01   9.8289611e+00   2.3929444e-01   2.4325444e+01   2.6400000e+02
   3.0107956e+01   9.8331222e+00   2.3768889e-01   2.3976889e+01   2.6500000e+02
   3.0084033e+01   9.8372833e+00   2.3608333e-01   2.3628333e+01   2.6600000e+02
   3.0060111e+01   9.8414444e+00   2.3447778e-01   2.3279778e+01   2.6700000e+02
   3.0036189e+01   9.8456056e+00   2.3287222e-01   2.2931222e+01   2.6800000e+02
   3.0012267e+01   9.8497667e+00   2.3126667e-01   2.2582667e+01   2.6900000e+02
   2.9988344e+01   9.8539278e+00   2.2966111e-01   2.2234111e+01   2.7000000e+02
   2.9964422e+01   9.8580889e+00   2.2805556e-01   2.1885556e+01   2.7100000e+02
   2.9940500e+01   9.8622500e+00   2.2645000e-01   2.1537000e+01   2.7200000e+02
   2.9916578e+01   9.8664111e+00   2.2484444e-01   2.1188444e+01   2.7300000e+02
   2.9892656e+01   9.8705722e+00   2.2323889e-01   2.0839889e+01   2.7400000e+02
   2.9868733e+01   9.8747333e+00   2.2163333e-01   2.0491333e+01   2.7500000e+02
   2.9844811e+01   9.8788944e+00   2.2002778e-01   2.0142778e+01   2.7600000e+02
   2.9820889e+01   9.8830556e+00   2.1842222e-01   1.9794222e+01   2.7700000e+02
   2.9796967e+01   9.8872167e+00   2.1681667e-01   1.9445667e+01   2.7800000e+02
   2.9773044e+01   9.8913778e+00   2.1521111e-01   1.9097111e+01   2.7900000e+02
   2.9749122e+01   9.8955389e+00   2.1360556e-01   1.8748556e+01   2.8000000e+02
   2.9725200e+01   9.8997000e+00   2.1200000e-01   1.8400000e+01   2.8100000e+02
   2.9738854e+01   9.8880286e+00   2.4693929e-01   1.8515357e+01   2.8200000e+02
   2.9752507e+01   9.8763571e+00   2.8187857e-01   1.8630714e+01   2.8300000e+02
   2.9766161e+01   9.8646857e+00   3.1681786e-01   1.8746071e+01   2.8400000e+02
   2.9779814e+01   9.8530143e+00   3.5175714e-01   1.8861429e+01   2.8500000e+02
   2.9793468e+01   9.8413429e+00   3.8669643e-01   1.8976786e+01   2.8600000e+02
   2.9807121e+01   9.8296714e+00   4.2163571e-01   1.9092143e+01   2.8700000e+02
   2.9820775e+01   9.8180000e+00   4.5657500e-01   1.9207500e+01   2.8800000e+02
   2.9834429e+01   9.8063286e+00   4.9151429e-01   1.9322857e+01   2.8900000e+02
   2.9848082e+01   9.7946571e+00   5.2645357e-01   1.9438214e+01   2.9000000e+02
   2.9861736e+01   9.7829857e+00   5.6139286e-01   1.9553571e+01   2.9100000e+02
   2.9875389e+01   9.7713143e+00   5.9633214e-01   1.9668929e+01   2.9200000e+02
   2.9889043e+01   9.7596429e+00   6.3127143e-01   1.9784286e+01   2.9300000e+02
   2.9902696e+01   9.7479714e+00   6.6621071e-01   1.9899643e+01   2.9400000e+02
   2.9916350e+01   9.7363000e+00   7.0115000e-01   2.0015000e+01   2.9500000e+02
   2.9930004e+01   9.7246286e+00   7.3608929e-01   2.0130357e+01   2.9600000e+02
   2.9943657e+01   9.7129571e+00   7.7102857e-01   2.0245714e+01   2.9700000e+02
   2.9957311e+01   9.7012857e+00   8.0596786e-01   2.0361071e+01   2.9800000e+02
   2.9970964e+01   9.6896143e+00   8.4090714e-01   2.0476429e+01   2.9900000e+02
   2.9984618e+01   9.6779429e+00   8.7584643e-01   2.0591786e+01   3.0000000e+02
   2.9998271e+01   9.6662714e+00   9.1078571e-01   2.0707143e+01   3.0100000e+02
