   1.0000000e+00   1.0000000e+00   2.0010000e+03   0.0000000e+00   1.8188004e+00  -1.8188089e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.0000000e+00   1.0913164e+00  -1.0913034e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   2.0000000e+00   7.9885200e-01  -2.9815011e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   3.0000000e+00   5.3255982e-01  -1.9876209e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   4.0000000e+00  -1.2641973e+00   8.8520051e-01
   1.0000000e+00   1.0000000e+00   2.0010000e+03   5.0000000e+00  -1.2641900e+00  -8.8517197e-01
   1.0000000e+00   1.0000000e+00   2.0010000e+03   6.0000000e+00  -1.2641900e+00  -8.8517197e-01
   1.0000000e+00   1.0000000e+00   2.0010000e+03   7.0000000e+00   1.8649677e+00  -8.6964505e-01
   1.0000000e+00   1.0000000e+00   2.0010000e+03   8.0000000e+00   7.9885200e-01  -2.9815011e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   9.0000000e+00   2.2421098e-01  -2.5624085e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.0000000e+01   5.3255982e-01  -1.9876209e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.1000000e+01   7.9885200e-01  -2.9815011e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.2000000e+01  -2.2418743e-01  -2.5624197e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.3000000e+01   0.0000000e+00  -0.0000000e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.4000000e+01  -1.3453540e-01  -1.5374846e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.5000000e+01  -8.6964505e-01  -1.8649677e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.6000000e+01   3.5867039e-01  -4.0998798e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.7000000e+01   2.5463720e+00  -2.5463636e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.8000000e+01   2.0655119e+00  -2.9497930e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   1.9000000e+01   2.1825452e+00  -2.1825576e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   2.0000000e+01   0.0000000e+00  -0.0000000e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   2.1000000e+01  -5.3260555e-01  -1.9876774e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   2.2000000e+01   8.9670465e-02  -1.0249658e+00
   1.0000000e+00   1.0000000e+00   2.0010000e+03   2.3000000e+01   3.7299296e+00  -1.7392983e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   0.0000000e+00   5.1248395e+00  -4.4837485e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.0000000e+00   6.6622651e+00  -5.8282013e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   2.0000000e+00   6.0611116e+00  -2.8263505e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   3.0000000e+00   4.6623754e+00  -2.1740880e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   4.0000000e+00   5.1248169e+00   4.4842196e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   5.0000000e+00   7.6872592e+00  -6.7256228e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   6.0000000e+00   4.0998454e+00  -3.5863270e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   7.0000000e+00   5.4660227e+00  -1.4646632e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   8.0000000e+00   2.9101168e+00  -2.9101123e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   9.0000000e+00   5.1286773e+00  -2.3915444e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.0000000e+01   3.9752729e+00  -1.0651537e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.1000000e+01   3.2637096e+00  -1.5218993e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.2000000e+01   2.4845705e+00  -6.6575078e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.3000000e+01   5.6372691e+00   4.9318715e-01
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.4000000e+01   1.4753533e+00   2.1070229e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.5000000e+01   1.7704259e+00  -2.5284373e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.6000000e+01   8.8520051e-01   1.2641973e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.7000000e+01   3.9752729e+00  -1.0651537e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.8000000e+01   5.8202337e+00  -5.8202246e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   1.9000000e+01   7.4598593e+00  -3.4785966e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   2.0000000e+01   7.1638942e+00  -5.0162127e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   2.1000000e+01   6.9936565e+00  -3.2611730e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   2.2000000e+01   2.7974077e+00  -1.3044430e+00
   2.0000000e+00   1.0000000e+00   2.0010000e+03   2.3000000e+01   8.1997153e+00  -7.1740467e-01
   3.0000000e+00   1.0000000e+00   2.0010000e+03   0.0000000e+00   1.1274596e+01   9.8645622e-01
   3.0000000e+00   1.0000000e+00   2.0010000e+03   1.0000000e+00   1.1428900e+01   3.0623766e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   2.0000000e+00   9.7371489e+00   8.5185754e-01
   3.0000000e+00   1.0000000e+00   2.0010000e+03   3.0000000e+00   1.1428900e+01   3.0623766e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   4.0000000e+00   8.4281051e+00   5.9013922e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   5.0000000e+00   5.8996678e+00   4.1309664e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   6.0000000e+00   5.0568745e+00   3.5408517e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   7.0000000e+00   6.9568003e+00   1.8640535e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   8.0000000e+00   7.9505411e+00   2.1303212e+00
   3.0000000e+00   1.0000000e+00   2.0010000e+03   9.0000000e+00   8.9444212e+00   2.3966134e+00
